Bx By Bz 
2.6598000000e-01 0.0000000000e+00 0.0000000000e+00 5.7699576095e-02 
2.6676000000e-01 0.0000000000e+00 0.0000000000e+00 5.1400157809e-02 
2.6754000000e-01 0.0000000000e+00 0.0000000000e+00 4.5793769434e-02 
2.6832000000e-01 0.0000000000e+00 0.0000000000e+00 4.0792529136e-02 
2.6910000000e-01 0.0000000000e+00 0.0000000000e+00 3.6298207939e-02 
2.6988000000e-01 0.0000000000e+00 0.0000000000e+00 3.2206480205e-02 
2.7066000000e-01 0.0000000000e+00 0.0000000000e+00 2.8893890940e-02 
2.7144000000e-01 0.0000000000e+00 0.0000000000e+00 2.5872957334e-02 
2.7222000000e-01 0.0000000000e+00 0.0000000000e+00 2.3106645197e-02 
2.7300000000e-01 0.0000000000e+00 0.0000000000e+00 2.0693430677e-02 
2.7378000000e-01 0.0000000000e+00 0.0000000000e+00 1.8644049428e-02 
2.7456000000e-01 0.0000000000e+00 0.0000000000e+00 1.6725666672e-02 
2.7534000000e-01 0.0000000000e+00 0.0000000000e+00 1.5044170376e-02 
2.7612000000e-01 0.0000000000e+00 0.0000000000e+00 1.3618291356e-02 
2.7690000000e-01 0.0000000000e+00 0.0000000000e+00 1.2278533541e-02 
2.7768000000e-01 0.0000000000e+00 0.0000000000e+00 1.1133004203e-02 
2.7846000000e-01 0.0000000000e+00 0.0000000000e+00 1.0105555095e-02 
2.7924000000e-01 0.0000000000e+00 0.0000000000e+00 9.1669458896e-03 
2.8002000000e-01 0.0000000000e+00 0.0000000000e+00 8.2929130364e-03 
2.8080000000e-01 0.0000000000e+00 0.0000000000e+00 7.6012982056e-03 
2.8158000000e-01 0.0000000000e+00 0.0000000000e+00 6.9424445089e-03 
2.8236000000e-01 0.0000000000e+00 0.0000000000e+00 6.3438992575e-03 
2.8314000000e-01 0.0000000000e+00 0.0000000000e+00 5.8105806820e-03 
2.8392000000e-01 0.0000000000e+00 0.0000000000e+00 5.3140465170e-03 
2.8470000000e-01 0.0000000000e+00 0.0000000000e+00 4.8760024831e-03 
2.8548000000e-01 0.0000000000e+00 0.0000000000e+00 4.4968218356e-03 
2.8626000000e-01 0.0000000000e+00 0.0000000000e+00 4.1579440329e-03 
2.8704000000e-01 0.0000000000e+00 0.0000000000e+00 3.8364221435e-03 
2.8782000000e-01 0.0000000000e+00 0.0000000000e+00 3.5514141480e-03 
2.8860000000e-01 0.0000000000e+00 0.0000000000e+00 3.2929637935e-03 
2.8938000000e-01 0.0000000000e+00 0.0000000000e+00 3.0558309983e-03 
2.9016000000e-01 0.0000000000e+00 0.0000000000e+00 2.8376930114e-03 
2.9094000000e-01 0.0000000000e+00 0.0000000000e+00 2.6387048699e-03 
2.9172000000e-01 0.0000000000e+00 0.0000000000e+00 2.4619768839e-03 
2.9250000000e-01 0.0000000000e+00 0.0000000000e+00 2.2998140194e-03 
2.9328000000e-01 0.0000000000e+00 0.0000000000e+00 2.1503368486e-03 
2.9406000000e-01 0.0000000000e+00 0.0000000000e+00 2.0118627371e-03 
2.9484000000e-01 0.0000000000e+00 0.0000000000e+00 1.8861103430e-03 
2.9562000000e-01 0.0000000000e+00 0.0000000000e+00 1.7699667229e-03 
2.9640000000e-01 0.0000000000e+00 0.0000000000e+00 1.6621968010e-03 
2.9718000000e-01 0.0000000000e+00 0.0000000000e+00 1.5631455812e-03 
2.9796000000e-01 0.0000000000e+00 0.0000000000e+00 1.4744923217e-03 
2.9874000000e-01 0.0000000000e+00 0.0000000000e+00 1.3926241128e-03 
2.9952000000e-01 0.0000000000e+00 0.0000000000e+00 1.3135381090e-03 
3.0030000000e-01 0.0000000000e+00 0.0000000000e+00 1.2408309034e-03 
3.0108000000e-01 0.0000000000e+00 0.0000000000e+00 1.1765740626e-03 
3.0186000000e-01 0.0000000000e+00 0.0000000000e+00 1.1138628563e-03 
3.0264000000e-01 0.0000000000e+00 0.0000000000e+00 1.0567087401e-03 
3.0342000000e-01 0.0000000000e+00 0.0000000000e+00 1.0034763243e-03 
3.0420000000e-01 0.0000000000e+00 0.0000000000e+00 9.5335020451e-04 
3.0498000000e-01 0.0000000000e+00 0.0000000000e+00 9.0550578432e-04 
3.0576000000e-01 0.0000000000e+00 0.0000000000e+00 8.6339405505e-04 
3.0654000000e-01 0.0000000000e+00 0.0000000000e+00 8.2273186767e-04 
3.0732000000e-01 0.0000000000e+00 0.0000000000e+00 7.8433327377e-04 
3.0810000000e-01 0.0000000000e+00 0.0000000000e+00 7.4873408303e-04 
3.0888000000e-01 0.0000000000e+00 0.0000000000e+00 7.1568625746e-04 
3.0966000000e-01 0.0000000000e+00 0.0000000000e+00 6.8387396284e-04 
3.1044000000e-01 0.0000000000e+00 0.0000000000e+00 6.5443922766e-04 
3.1122000000e-01 0.0000000000e+00 0.0000000000e+00 6.2704827287e-04 
3.1200000000e-01 0.0000000000e+00 0.0000000000e+00 6.0062500415e-04 
3.1278000000e-01 0.0000000000e+00 0.0000000000e+00 5.7586703449e-04 
3.1356000000e-01 0.0000000000e+00 0.0000000000e+00 5.5274536600e-04 
3.1434000000e-01 0.0000000000e+00 0.0000000000e+00 5.3093735245e-04 
3.1512000000e-01 0.0000000000e+00 0.0000000000e+00 5.1020854618e-04 
3.1590000000e-01 0.0000000000e+00 0.0000000000e+00 4.9064070336e-04 
3.1668000000e-01 0.0000000000e+00 0.0000000000e+00 4.7202755930e-04 
3.1746000000e-01 0.0000000000e+00 0.0000000000e+00 4.5448862191e-04 
3.1824000000e-01 0.0000000000e+00 0.0000000000e+00 4.3789256713e-04 
3.1902000000e-01 0.0000000000e+00 0.0000000000e+00 4.2197538307e-04 
3.1980000000e-01 0.0000000000e+00 0.0000000000e+00 4.0678020450e-04 
3.2058000000e-01 0.0000000000e+00 0.0000000000e+00 3.9269630157e-04 
3.2136000000e-01 0.0000000000e+00 0.0000000000e+00 3.7919647992e-04 
3.2214000000e-01 0.0000000000e+00 0.0000000000e+00 3.6611932213e-04 
3.2292000000e-01 0.0000000000e+00 0.0000000000e+00 3.5390296718e-04 
3.2370000000e-01 0.0000000000e+00 0.0000000000e+00 3.4219199733e-04 
3.2448000000e-01 0.0000000000e+00 0.0000000000e+00 3.3092087484e-04 
3.2526000000e-01 0.0000000000e+00 0.0000000000e+00 3.2020939863e-04 
3.2604000000e-01 0.0000000000e+00 0.0000000000e+00 3.1015424291e-04 
3.2682000000e-01 0.0000000000e+00 0.0000000000e+00 3.0036991287e-04 
3.2760000000e-01 0.0000000000e+00 0.0000000000e+00 2.9107639566e-04 
3.2838000000e-01 0.0000000000e+00 0.0000000000e+00 2.8219383501e-04 
3.2916000000e-01 0.0000000000e+00 0.0000000000e+00 2.7364087175e-04 
3.2994000000e-01 0.0000000000e+00 0.0000000000e+00 2.6528942806e-04 
3.3072000000e-01 0.0000000000e+00 0.0000000000e+00 2.5760539342e-04 
3.3150000000e-01 0.0000000000e+00 0.0000000000e+00 2.5012900005e-04 
3.3228000000e-01 0.0000000000e+00 0.0000000000e+00 2.4288668879e-04 
3.3306000000e-01 0.0000000000e+00 0.0000000000e+00 2.3593969847e-04 
3.3384000000e-01 0.0000000000e+00 0.0000000000e+00 2.2934480046e-04 
3.3462000000e-01 0.0000000000e+00 0.0000000000e+00 2.2291481902e-04 
3.3540000000e-01 0.0000000000e+00 0.0000000000e+00 2.1678339981e-04 
3.3618000000e-01 0.0000000000e+00 0.0000000000e+00 2.1093010204e-04 
3.3696000000e-01 0.0000000000e+00 0.0000000000e+00 2.0519319922e-04 
3.3774000000e-01 0.0000000000e+00 0.0000000000e+00 1.9975747826e-04 
3.3852000000e-01 0.0000000000e+00 0.0000000000e+00 1.9451743574e-04 
3.3930000000e-01 0.0000000000e+00 0.0000000000e+00 1.8942229508e-04 
3.4008000000e-01 0.0000000000e+00 0.0000000000e+00 1.8445331836e-04 
3.4086000000e-01 0.0000000000e+00 0.0000000000e+00 1.7981543846e-04 
3.4164000000e-01 0.0000000000e+00 0.0000000000e+00 1.7527164076e-04 
3.4242000000e-01 0.0000000000e+00 0.0000000000e+00 1.7086938227e-04 
3.4320000000e-01 0.0000000000e+00 0.0000000000e+00 1.6662320122e-04 
3.4398000000e-01 0.0000000000e+00 0.0000000000e+00 1.6252897592e-04 
3.4476000000e-01 0.0000000000e+00 0.0000000000e+00 1.5853736026e-04 
3.4554000000e-01 0.0000000000e+00 0.0000000000e+00 1.5473743842e-04 
3.4632000000e-01 0.0000000000e+00 0.0000000000e+00 1.5105735569e-04 
3.4710000000e-01 0.0000000000e+00 0.0000000000e+00 1.4745029621e-04 
3.4788000000e-01 0.0000000000e+00 0.0000000000e+00 1.4398943982e-04 
3.4866000000e-01 0.0000000000e+00 0.0000000000e+00 1.4065925905e-04 
3.4944000000e-01 0.0000000000e+00 0.0000000000e+00 1.3739243906e-04 
3.5022000000e-01 0.0000000000e+00 0.0000000000e+00 1.3421649986e-04 
3.5100000000e-01 0.0000000000e+00 0.0000000000e+00 1.3119399955e-04 
3.5178000000e-01 0.0000000000e+00 0.0000000000e+00 1.2825028301e-04 
3.5256000000e-01 0.0000000000e+00 0.0000000000e+00 1.2538608513e-04 
3.5334000000e-01 0.0000000000e+00 0.0000000000e+00 1.2260548276e-04 
3.5412000000e-01 0.0000000000e+00 0.0000000000e+00 1.1990727653e-04 
3.5490000000e-01 0.0000000000e+00 0.0000000000e+00 1.1728959726e-04 
3.5568000000e-01 0.0000000000e+00 0.0000000000e+00 1.1475283682e-04 
3.5646000000e-01 0.0000000000e+00 0.0000000000e+00 1.1228869975e-04 
3.5724000000e-01 0.0000000000e+00 0.0000000000e+00 1.0989368311e-04 
3.5802000000e-01 0.0000000000e+00 0.0000000000e+00 1.0756146192e-04 
3.5880000000e-01 0.0000000000e+00 0.0000000000e+00 1.0531740118e-04 
3.5958000000e-01 0.0000000000e+00 0.0000000000e+00 1.0310350117e-04 
3.6036000000e-01 0.0000000000e+00 0.0000000000e+00 1.0096228158e-04 
3.6114000000e-01 0.0000000000e+00 0.0000000000e+00 9.8900357552e-05 
3.6192000000e-01 0.0000000000e+00 0.0000000000e+00 9.6868766705e-05 
3.6270000000e-01 0.0000000000e+00 0.0000000000e+00 9.4894438371e-05 
3.6348000000e-01 0.0000000000e+00 0.0000000000e+00 9.2981901544e-05 
3.6426000000e-01 0.0000000000e+00 0.0000000000e+00 9.1123524908e-05 
3.6504000000e-01 0.0000000000e+00 0.0000000000e+00 8.9307317685e-05 
3.6582000000e-01 0.0000000000e+00 0.0000000000e+00 8.7544909475e-05 
3.6660000000e-01 0.0000000000e+00 0.0000000000e+00 8.5823838890e-05 
3.6738000000e-01 0.0000000000e+00 0.0000000000e+00 8.4148267779e-05 
3.6816000000e-01 0.0000000000e+00 0.0000000000e+00 8.2515697577e-05 
3.6894000000e-01 0.0000000000e+00 0.0000000000e+00 8.0914750142e-05 
3.6972000000e-01 0.0000000000e+00 0.0000000000e+00 7.9355057387e-05 
3.7050000000e-01 0.0000000000e+00 0.0000000000e+00 7.7850600064e-05 
3.7128000000e-01 0.0000000000e+00 0.0000000000e+00 7.6382542611e-05 
3.7206000000e-01 0.0000000000e+00 0.0000000000e+00 7.4932049465e-05 
3.7284000000e-01 0.0000000000e+00 0.0000000000e+00 7.3533901304e-05 
3.7362000000e-01 0.0000000000e+00 0.0000000000e+00 7.2159869451e-05 
3.7440000000e-01 0.0000000000e+00 0.0000000000e+00 7.0812422200e-05 
3.7518000000e-01 0.0000000000e+00 0.0000000000e+00 6.9499706588e-05 
3.7596000000e-01 0.0000000000e+00 0.0000000000e+00 6.8238286476e-05 
3.7674000000e-01 0.0000000000e+00 0.0000000000e+00 6.6992410575e-05 
3.7752000000e-01 0.0000000000e+00 0.0000000000e+00 6.5775611147e-05 
3.7830000000e-01 0.0000000000e+00 0.0000000000e+00 6.4587388624e-05 
3.7908000000e-01 0.0000000000e+00 0.0000000000e+00 6.3424548716e-05 
3.7986000000e-01 0.0000000000e+00 0.0000000000e+00 6.2281383725e-05 
3.8064000000e-01 0.0000000000e+00 0.0000000000e+00 6.1180519406e-05 
3.8142000000e-01 0.0000000000e+00 0.0000000000e+00 6.0098653630e-05 
3.8220000000e-01 0.0000000000e+00 0.0000000000e+00 5.9034220612e-05 
3.8298000000e-01 0.0000000000e+00 0.0000000000e+00 5.7996118630e-05 
3.8376000000e-01 0.0000000000e+00 0.0000000000e+00 5.6987808057e-05 
3.8454000000e-01 0.0000000000e+00 0.0000000000e+00 5.5990758192e-05 
3.8532000000e-01 0.0000000000e+00 0.0000000000e+00 5.5018140119e-05 
3.8610000000e-01 0.0000000000e+00 0.0000000000e+00 5.4075429580e-05 
3.8688000000e-01 0.0000000000e+00 0.0000000000e+00 5.3142785036e-05 
3.8766000000e-01 0.0000000000e+00 0.0000000000e+00 5.2237529453e-05 
3.8844000000e-01 0.0000000000e+00 0.0000000000e+00 5.1348737179e-05 
3.8922000000e-01 0.0000000000e+00 0.0000000000e+00 5.0474252930e-05 
