Bx By Bz 
1.1310000000e-01 0.0000000000e+00 0.0000000000e+00 1.2278533541e-02 
1.1388000000e-01 0.0000000000e+00 0.0000000000e+00 1.3618291356e-02 
1.1466000000e-01 0.0000000000e+00 0.0000000000e+00 1.5044170376e-02 
1.1544000000e-01 0.0000000000e+00 0.0000000000e+00 1.6725666672e-02 
1.1622000000e-01 0.0000000000e+00 0.0000000000e+00 1.8644049428e-02 
1.1700000000e-01 0.0000000000e+00 0.0000000000e+00 2.0693430677e-02 
1.1778000000e-01 0.0000000000e+00 0.0000000000e+00 2.3106645197e-02 
1.1856000000e-01 0.0000000000e+00 0.0000000000e+00 2.5872957334e-02 
1.1934000000e-01 0.0000000000e+00 0.0000000000e+00 2.8893890940e-02 
1.2012000000e-01 0.0000000000e+00 0.0000000000e+00 3.2206480205e-02 
1.2090000000e-01 0.0000000000e+00 0.0000000000e+00 3.6298207939e-02 
1.2168000000e-01 0.0000000000e+00 0.0000000000e+00 4.0792529136e-02 
1.2246000000e-01 0.0000000000e+00 0.0000000000e+00 4.5793769434e-02 
1.2324000000e-01 0.0000000000e+00 0.0000000000e+00 5.1400157809e-02 
1.2402000000e-01 0.0000000000e+00 0.0000000000e+00 5.7699576095e-02 
1.2480000000e-01 0.0000000000e+00 0.0000000000e+00 6.5223231167e-02 
1.2558000000e-01 0.0000000000e+00 0.0000000000e+00 7.3663037717e-02 
1.2636000000e-01 0.0000000000e+00 0.0000000000e+00 8.3028963804e-02 
1.2714000000e-01 0.0000000000e+00 0.0000000000e+00 9.3435506374e-02 
1.2792000000e-01 0.0000000000e+00 0.0000000000e+00 1.0534472495e-01 
1.2870000000e-01 0.0000000000e+00 0.0000000000e+00 1.1893026903e-01 
1.2948000000e-01 0.0000000000e+00 0.0000000000e+00 1.3401387572e-01 
1.3026000000e-01 0.0000000000e+00 0.0000000000e+00 1.5067648113e-01 
1.3104000000e-01 0.0000000000e+00 0.0000000000e+00 1.6898458958e-01 
1.3182000000e-01 0.0000000000e+00 0.0000000000e+00 1.8952396095e-01 
1.3260000000e-01 0.0000000000e+00 0.0000000000e+00 2.1299772263e-01 
1.3338000000e-01 0.0000000000e+00 0.0000000000e+00 2.3875719666e-01 
1.3416000000e-01 0.0000000000e+00 0.0000000000e+00 2.6641021490e-01 
1.3494000000e-01 0.0000000000e+00 0.0000000000e+00 2.9566818357e-01 
1.3572000000e-01 0.0000000000e+00 0.0000000000e+00 3.3034912825e-01 
1.3650000000e-01 0.0000000000e+00 0.0000000000e+00 3.6664830148e-01 
1.3728000000e-01 0.0000000000e+00 0.0000000000e+00 4.0539701343e-01 
1.3806000000e-01 0.0000000000e+00 0.0000000000e+00 4.4756683409e-01 
1.3884000000e-01 0.0000000000e+00 0.0000000000e+00 4.9229561090e-01 
1.3962000000e-01 0.0000000000e+00 0.0000000000e+00 5.3984990239e-01 
1.4040000000e-01 0.0000000000e+00 0.0000000000e+00 5.9147782326e-01 
1.4118000000e-01 0.0000000000e+00 0.0000000000e+00 6.4675473213e-01 
1.4196000000e-01 0.0000000000e+00 0.0000000000e+00 7.0360413074e-01 
1.4274000000e-01 0.0000000000e+00 0.0000000000e+00 7.6370715857e-01 
1.4352000000e-01 0.0000000000e+00 0.0000000000e+00 8.2737421274e-01 
1.4430000000e-01 0.0000000000e+00 0.0000000000e+00 8.9398981333e-01 
1.4508000000e-01 0.0000000000e+00 0.0000000000e+00 9.6292807341e-01 
1.4586000000e-01 0.0000000000e+00 0.0000000000e+00 1.0346270359e+00 
1.4664000000e-01 0.0000000000e+00 0.0000000000e+00 1.1087984943e+00 
1.4742000000e-01 0.0000000000e+00 0.0000000000e+00 1.1850772357e+00 
1.4820000000e-01 0.0000000000e+00 0.0000000000e+00 1.2632803679e+00 
1.4898000000e-01 0.0000000000e+00 0.0000000000e+00 1.3431705499e+00 
1.4976000000e-01 0.0000000000e+00 0.0000000000e+00 1.4257049561e+00 
1.5054000000e-01 0.0000000000e+00 0.0000000000e+00 1.5094840121e+00 
1.5132000000e-01 0.0000000000e+00 0.0000000000e+00 1.5943059492e+00 
1.5210000000e-01 0.0000000000e+00 0.0000000000e+00 1.6800321102e+00 
1.5288000000e-01 0.0000000000e+00 0.0000000000e+00 1.7668178368e+00 
1.5366000000e-01 0.0000000000e+00 0.0000000000e+00 1.8542752385e+00 
1.5444000000e-01 0.0000000000e+00 0.0000000000e+00 1.9420909023e+00 
1.5522000000e-01 0.0000000000e+00 0.0000000000e+00 2.0300922632e+00 
1.5600000000e-01 0.0000000000e+00 0.0000000000e+00 2.1181018353e+00 
1.5678000000e-01 0.0000000000e+00 0.0000000000e+00 2.2058536577e+00 
1.5756000000e-01 0.0000000000e+00 0.0000000000e+00 2.2932716942e+00 
1.5834000000e-01 0.0000000000e+00 0.0000000000e+00 2.3801350498e+00 
1.5912000000e-01 0.0000000000e+00 0.0000000000e+00 2.4662591648e+00 
1.5990000000e-01 0.0000000000e+00 0.0000000000e+00 2.5513321400e+00 
1.6068000000e-01 0.0000000000e+00 0.0000000000e+00 2.6351943684e+00 
1.6146000000e-01 0.0000000000e+00 0.0000000000e+00 2.7180259514e+00 
1.6224000000e-01 0.0000000000e+00 0.0000000000e+00 2.7995809269e+00 
1.6302000000e-01 0.0000000000e+00 0.0000000000e+00 2.8795590734e+00 
1.6380000000e-01 0.0000000000e+00 0.0000000000e+00 2.9580568314e+00 
1.6458000000e-01 0.0000000000e+00 0.0000000000e+00 3.0351230860e+00 
1.6536000000e-01 0.0000000000e+00 0.0000000000e+00 3.1100219345e+00 
1.6614000000e-01 0.0000000000e+00 0.0000000000e+00 3.1827298784e+00 
1.6692000000e-01 0.0000000000e+00 0.0000000000e+00 3.2543491077e+00 
1.6770000000e-01 0.0000000000e+00 0.0000000000e+00 3.3236228228e+00 
1.6848000000e-01 0.0000000000e+00 0.0000000000e+00 3.3908483505e+00 
1.6926000000e-01 0.0000000000e+00 0.0000000000e+00 3.4564678669e+00 
1.7004000000e-01 0.0000000000e+00 0.0000000000e+00 3.5208803558e+00 
1.7082000000e-01 0.0000000000e+00 0.0000000000e+00 3.5812197876e+00 
1.7160000000e-01 0.0000000000e+00 0.0000000000e+00 3.6403508663e+00 
1.7238000000e-01 0.0000000000e+00 0.0000000000e+00 3.6977673388e+00 
1.7316000000e-01 0.0000000000e+00 0.0000000000e+00 3.7531202126e+00 
1.7394000000e-01 0.0000000000e+00 0.0000000000e+00 3.8059917879e+00 
1.7472000000e-01 0.0000000000e+00 0.0000000000e+00 3.8570810032e+00 
1.7550000000e-01 0.0000000000e+00 0.0000000000e+00 3.9057676792e+00 
1.7628000000e-01 0.0000000000e+00 0.0000000000e+00 3.9522663879e+00 
1.7706000000e-01 0.0000000000e+00 0.0000000000e+00 3.9969489574e+00 
1.7784000000e-01 0.0000000000e+00 0.0000000000e+00 4.0396747589e+00 
1.7862000000e-01 0.0000000000e+00 0.0000000000e+00 4.0798140144e+00 
1.7940000000e-01 0.0000000000e+00 0.0000000000e+00 4.1186115265e+00 
1.8018000000e-01 0.0000000000e+00 0.0000000000e+00 4.1557740688e+00 
1.8096000000e-01 0.0000000000e+00 0.0000000000e+00 4.1896218300e+00 
1.8174000000e-01 0.0000000000e+00 0.0000000000e+00 4.2220122814e+00 
1.8252000000e-01 0.0000000000e+00 0.0000000000e+00 4.2524090004e+00 
1.8330000000e-01 0.0000000000e+00 0.0000000000e+00 4.2810711861e+00 
1.8408000000e-01 0.0000000000e+00 0.0000000000e+00 4.3082516670e+00 
1.8486000000e-01 0.0000000000e+00 0.0000000000e+00 4.3333459854e+00 
1.8564000000e-01 0.0000000000e+00 0.0000000000e+00 4.3553851891e+00 
1.8642000000e-01 0.0000000000e+00 0.0000000000e+00 4.3760421181e+00 
1.8720000000e-01 0.0000000000e+00 0.0000000000e+00 4.3954562187e+00 
1.8798000000e-01 0.0000000000e+00 0.0000000000e+00 4.4130408382e+00 
1.8876000000e-01 0.0000000000e+00 0.0000000000e+00 4.4279397392e+00 
1.8954000000e-01 0.0000000000e+00 0.0000000000e+00 4.4416761971e+00 
1.9032000000e-01 0.0000000000e+00 0.0000000000e+00 4.4535059166e+00 
1.9110000000e-01 0.0000000000e+00 0.0000000000e+00 4.4631026745e+00 
1.9188000000e-01 0.0000000000e+00 0.0000000000e+00 4.4714105415e+00 
1.9266000000e-01 0.0000000000e+00 0.0000000000e+00 4.4775044060e+00 
1.9344000000e-01 0.0000000000e+00 0.0000000000e+00 4.4819727516e+00 
1.9422000000e-01 0.0000000000e+00 0.0000000000e+00 4.4848227978e+00 
1.9500000000e-01 0.0000000000e+00 0.0000000000e+00 4.4859590530e+00 
1.9578000000e-01 0.0000000000e+00 0.0000000000e+00 4.4848227978e+00 
1.9656000000e-01 0.0000000000e+00 0.0000000000e+00 4.4819727516e+00 
1.9734000000e-01 0.0000000000e+00 0.0000000000e+00 4.4775044060e+00 
1.9812000000e-01 0.0000000000e+00 0.0000000000e+00 4.4714105415e+00 
1.9890000000e-01 0.0000000000e+00 0.0000000000e+00 4.4631026745e+00 
1.9968000000e-01 0.0000000000e+00 0.0000000000e+00 4.4535059166e+00 
2.0046000000e-01 0.0000000000e+00 0.0000000000e+00 4.4416761971e+00 
2.0124000000e-01 0.0000000000e+00 0.0000000000e+00 4.4279397392e+00 
2.0202000000e-01 0.0000000000e+00 0.0000000000e+00 4.4130408382e+00 
2.0280000000e-01 0.0000000000e+00 0.0000000000e+00 4.3954562187e+00 
2.0358000000e-01 0.0000000000e+00 0.0000000000e+00 4.3760421181e+00 
2.0436000000e-01 0.0000000000e+00 0.0000000000e+00 4.3553851891e+00 
2.0514000000e-01 0.0000000000e+00 0.0000000000e+00 4.3333459854e+00 
2.0592000000e-01 0.0000000000e+00 0.0000000000e+00 4.3082516670e+00 
2.0670000000e-01 0.0000000000e+00 0.0000000000e+00 4.2810711861e+00 
2.0748000000e-01 0.0000000000e+00 0.0000000000e+00 4.2524090004e+00 
2.0826000000e-01 0.0000000000e+00 0.0000000000e+00 4.2220122814e+00 
2.0904000000e-01 0.0000000000e+00 0.0000000000e+00 4.1896218300e+00 
2.0982000000e-01 0.0000000000e+00 0.0000000000e+00 4.1557740688e+00 
2.1060000000e-01 0.0000000000e+00 0.0000000000e+00 4.1186115265e+00 
2.1138000000e-01 0.0000000000e+00 0.0000000000e+00 4.0798140144e+00 
2.1216000000e-01 0.0000000000e+00 0.0000000000e+00 4.0396747589e+00 
2.1294000000e-01 0.0000000000e+00 0.0000000000e+00 3.9969489574e+00 
2.1372000000e-01 0.0000000000e+00 0.0000000000e+00 3.9522663879e+00 
2.1450000000e-01 0.0000000000e+00 0.0000000000e+00 3.9057676792e+00 
2.1528000000e-01 0.0000000000e+00 0.0000000000e+00 3.8570810032e+00 
2.1606000000e-01 0.0000000000e+00 0.0000000000e+00 3.8059917879e+00 
2.1684000000e-01 0.0000000000e+00 0.0000000000e+00 3.7531202126e+00 
2.1762000000e-01 0.0000000000e+00 0.0000000000e+00 3.6977673388e+00 
2.1840000000e-01 0.0000000000e+00 0.0000000000e+00 3.6403508663e+00 
2.1918000000e-01 0.0000000000e+00 0.0000000000e+00 3.5812197876e+00 
2.1996000000e-01 0.0000000000e+00 0.0000000000e+00 3.5208803558e+00 
2.2074000000e-01 0.0000000000e+00 0.0000000000e+00 3.4564678669e+00 
2.2152000000e-01 0.0000000000e+00 0.0000000000e+00 3.3908483505e+00 
2.2230000000e-01 0.0000000000e+00 0.0000000000e+00 3.3236228228e+00 
2.2308000000e-01 0.0000000000e+00 0.0000000000e+00 3.2543491077e+00 
2.2386000000e-01 0.0000000000e+00 0.0000000000e+00 3.1827298784e+00 
2.2464000000e-01 0.0000000000e+00 0.0000000000e+00 3.1100219345e+00 
2.2542000000e-01 0.0000000000e+00 0.0000000000e+00 3.0351230860e+00 
2.2620000000e-01 0.0000000000e+00 0.0000000000e+00 2.9580568314e+00 
2.2698000000e-01 0.0000000000e+00 0.0000000000e+00 2.8795590734e+00 
2.2776000000e-01 0.0000000000e+00 0.0000000000e+00 2.7995809269e+00 
2.2854000000e-01 0.0000000000e+00 0.0000000000e+00 2.7180259514e+00 
2.2932000000e-01 0.0000000000e+00 0.0000000000e+00 2.6351943684e+00 
2.3010000000e-01 0.0000000000e+00 0.0000000000e+00 2.5513321400e+00 
2.3088000000e-01 0.0000000000e+00 0.0000000000e+00 2.4662591648e+00 
2.3166000000e-01 0.0000000000e+00 0.0000000000e+00 2.3801350498e+00 
2.3244000000e-01 0.0000000000e+00 0.0000000000e+00 2.2932716942e+00 
2.3322000000e-01 0.0000000000e+00 0.0000000000e+00 2.2058536577e+00 
2.3400000000e-01 0.0000000000e+00 0.0000000000e+00 2.1181018353e+00 
2.3478000000e-01 0.0000000000e+00 0.0000000000e+00 2.0300922632e+00 
2.3556000000e-01 0.0000000000e+00 0.0000000000e+00 1.9420909023e+00 
2.3634000000e-01 0.0000000000e+00 0.0000000000e+00 1.8542752385e+00 
2.3712000000e-01 0.0000000000e+00 0.0000000000e+00 1.7668178368e+00 
2.3790000000e-01 0.0000000000e+00 0.0000000000e+00 1.6800321102e+00 
2.3868000000e-01 0.0000000000e+00 0.0000000000e+00 1.5943059492e+00 
2.3946000000e-01 0.0000000000e+00 0.0000000000e+00 1.5094840121e+00 
2.4024000000e-01 0.0000000000e+00 0.0000000000e+00 1.4257049561e+00 
2.4102000000e-01 0.0000000000e+00 0.0000000000e+00 1.3431705499e+00 
2.4180000000e-01 0.0000000000e+00 0.0000000000e+00 1.2632803679e+00 
2.4258000000e-01 0.0000000000e+00 0.0000000000e+00 1.1850772357e+00 
2.4336000000e-01 0.0000000000e+00 0.0000000000e+00 1.1087984943e+00 
2.4414000000e-01 0.0000000000e+00 0.0000000000e+00 1.0346270359e+00 
2.4492000000e-01 0.0000000000e+00 0.0000000000e+00 9.6292807341e-01 
2.4570000000e-01 0.0000000000e+00 0.0000000000e+00 8.9398981333e-01 
2.4648000000e-01 0.0000000000e+00 0.0000000000e+00 8.2737421274e-01 
2.4726000000e-01 0.0000000000e+00 0.0000000000e+00 7.6370715857e-01 
2.4804000000e-01 0.0000000000e+00 0.0000000000e+00 7.0360413074e-01 
2.4882000000e-01 0.0000000000e+00 0.0000000000e+00 6.4675473213e-01 
2.4960000000e-01 0.0000000000e+00 0.0000000000e+00 5.9147782326e-01 
2.5038000000e-01 0.0000000000e+00 0.0000000000e+00 5.3984990239e-01 
2.5116000000e-01 0.0000000000e+00 0.0000000000e+00 4.9229561090e-01 
2.5194000000e-01 0.0000000000e+00 0.0000000000e+00 4.4756683409e-01 
2.5272000000e-01 0.0000000000e+00 0.0000000000e+00 4.0539701343e-01 
2.5350000000e-01 0.0000000000e+00 0.0000000000e+00 3.6664830148e-01 
2.5428000000e-01 0.0000000000e+00 0.0000000000e+00 3.3034912825e-01 
2.5506000000e-01 0.0000000000e+00 0.0000000000e+00 2.9566818357e-01 
2.5584000000e-01 0.0000000000e+00 0.0000000000e+00 2.6641021490e-01 
2.5662000000e-01 0.0000000000e+00 0.0000000000e+00 2.3875719666e-01 
2.5740000000e-01 0.0000000000e+00 0.0000000000e+00 2.1299772263e-01 
2.5818000000e-01 0.0000000000e+00 0.0000000000e+00 1.8952396095e-01 
2.5896000000e-01 0.0000000000e+00 0.0000000000e+00 1.6898458958e-01 
2.5974000000e-01 0.0000000000e+00 0.0000000000e+00 1.5067648113e-01 
2.6052000000e-01 0.0000000000e+00 0.0000000000e+00 1.3401387572e-01 
2.6130000000e-01 0.0000000000e+00 0.0000000000e+00 1.1893026903e-01 
2.6208000000e-01 0.0000000000e+00 0.0000000000e+00 1.0534472495e-01 
2.6286000000e-01 0.0000000000e+00 0.0000000000e+00 9.3435506374e-02 
2.6364000000e-01 0.0000000000e+00 0.0000000000e+00 8.3028963804e-02 
2.6442000000e-01 0.0000000000e+00 0.0000000000e+00 7.3663037717e-02 
2.6520000000e-01 0.0000000000e+00 0.0000000000e+00 6.5223231167e-02 
