Bx By Bz 
2.6520000000e-01 0.0000000000e+00 0.0000000000e+00 5.3263834277e-02 
2.6598000000e-01 0.0000000000e+00 0.0000000000e+00 4.7119724122e-02 
2.6676000000e-01 0.0000000000e+00 0.0000000000e+00 4.1975373473e-02 
2.6754000000e-01 0.0000000000e+00 0.0000000000e+00 3.7396978077e-02 
2.6832000000e-01 0.0000000000e+00 0.0000000000e+00 3.3312770201e-02 
2.6910000000e-01 0.0000000000e+00 0.0000000000e+00 2.9642532233e-02 
2.6988000000e-01 0.0000000000e+00 0.0000000000e+00 2.6301067788e-02 
2.7066000000e-01 0.0000000000e+00 0.0000000000e+00 2.3595878203e-02 
2.7144000000e-01 0.0000000000e+00 0.0000000000e+00 2.1128866004e-02 
2.7222000000e-01 0.0000000000e+00 0.0000000000e+00 1.8869787627e-02 
2.7300000000e-01 0.0000000000e+00 0.0000000000e+00 1.6899062535e-02 
2.7378000000e-01 0.0000000000e+00 0.0000000000e+00 1.5225457881e-02 
2.7456000000e-01 0.0000000000e+00 0.0000000000e+00 1.3658831705e-02 
2.7534000000e-01 0.0000000000e+00 0.0000000000e+00 1.2285656252e-02 
2.7612000000e-01 0.0000000000e+00 0.0000000000e+00 1.1121227834e-02 
2.7690000000e-01 0.0000000000e+00 0.0000000000e+00 1.0027129352e-02 
2.7768000000e-01 0.0000000000e+00 0.0000000000e+00 9.0916454197e-03 
2.7846000000e-01 0.0000000000e+00 0.0000000000e+00 8.2525904070e-03 
2.7924000000e-01 0.0000000000e+00 0.0000000000e+00 7.4860855243e-03 
2.8002000000e-01 0.0000000000e+00 0.0000000000e+00 6.7723162091e-03 
2.8080000000e-01 0.0000000000e+00 0.0000000000e+00 6.2075165653e-03 
2.8158000000e-01 0.0000000000e+00 0.0000000000e+00 5.6694709413e-03 
2.8236000000e-01 0.0000000000e+00 0.0000000000e+00 5.1806755457e-03 
2.8314000000e-01 0.0000000000e+00 0.0000000000e+00 4.7451467976e-03 
2.8392000000e-01 0.0000000000e+00 0.0000000000e+00 4.3396576336e-03 
2.8470000000e-01 0.0000000000e+00 0.0000000000e+00 3.9819337918e-03 
2.8548000000e-01 0.0000000000e+00 0.0000000000e+00 3.6722800870e-03 
2.8626000000e-01 0.0000000000e+00 0.0000000000e+00 3.3955392571e-03 
2.8704000000e-01 0.0000000000e+00 0.0000000000e+00 3.1329719428e-03 
2.8782000000e-01 0.0000000000e+00 0.0000000000e+00 2.9002232984e-03 
2.8860000000e-01 0.0000000000e+00 0.0000000000e+00 2.6891626594e-03 
2.8938000000e-01 0.0000000000e+00 0.0000000000e+00 2.4955107707e-03 
2.9016000000e-01 0.0000000000e+00 0.0000000000e+00 2.3173707831e-03 
2.9094000000e-01 0.0000000000e+00 0.0000000000e+00 2.1548693062e-03 
2.9172000000e-01 0.0000000000e+00 0.0000000000e+00 2.0105463405e-03 
2.9250000000e-01 0.0000000000e+00 0.0000000000e+00 1.8781178209e-03 
2.9328000000e-01 0.0000000000e+00 0.0000000000e+00 1.7560489337e-03 
2.9406000000e-01 0.0000000000e+00 0.0000000000e+00 1.6429655738e-03 
2.9484000000e-01 0.0000000000e+00 0.0000000000e+00 1.5402712644e-03 
2.9562000000e-01 0.0000000000e+00 0.0000000000e+00 1.4454238546e-03 
2.9640000000e-01 0.0000000000e+00 0.0000000000e+00 1.3574147334e-03 
2.9718000000e-01 0.0000000000e+00 0.0000000000e+00 1.2765256443e-03 
2.9796000000e-01 0.0000000000e+00 0.0000000000e+00 1.2041279351e-03 
2.9874000000e-01 0.0000000000e+00 0.0000000000e+00 1.1372711628e-03 
2.9952000000e-01 0.0000000000e+00 0.0000000000e+00 1.0726864478e-03 
3.0030000000e-01 0.0000000000e+00 0.0000000000e+00 1.0133109081e-03 
3.0108000000e-01 0.0000000000e+00 0.0000000000e+00 9.6083626587e-04 
3.0186000000e-01 0.0000000000e+00 0.0000000000e+00 9.0962384910e-04 
3.0264000000e-01 0.0000000000e+00 0.0000000000e+00 8.6294956878e-04 
3.0342000000e-01 0.0000000000e+00 0.0000000000e+00 8.1947790197e-04 
3.0420000000e-01 0.0000000000e+00 0.0000000000e+00 7.7854295766e-04 
3.0498000000e-01 0.0000000000e+00 0.0000000000e+00 7.3947133820e-04 
3.0576000000e-01 0.0000000000e+00 0.0000000000e+00 7.0508125772e-04 
3.0654000000e-01 0.0000000000e+00 0.0000000000e+00 6.7187492968e-04 
3.0732000000e-01 0.0000000000e+00 0.0000000000e+00 6.4051714036e-04 
3.0810000000e-01 0.0000000000e+00 0.0000000000e+00 6.1144545283e-04 
3.0888000000e-01 0.0000000000e+00 0.0000000000e+00 5.8445730961e-04 
3.0966000000e-01 0.0000000000e+00 0.0000000000e+00 5.5847814914e-04 
3.1044000000e-01 0.0000000000e+00 0.0000000000e+00 5.3444059643e-04 
3.1122000000e-01 0.0000000000e+00 0.0000000000e+00 5.1207207451e-04 
3.1200000000e-01 0.0000000000e+00 0.0000000000e+00 4.9049380277e-04 
3.1278000000e-01 0.0000000000e+00 0.0000000000e+00 4.7027547918e-04 
3.1356000000e-01 0.0000000000e+00 0.0000000000e+00 4.5139342295e-04 
3.1434000000e-01 0.0000000000e+00 0.0000000000e+00 4.3358414857e-04 
3.1512000000e-01 0.0000000000e+00 0.0000000000e+00 4.1665619695e-04 
3.1590000000e-01 0.0000000000e+00 0.0000000000e+00 4.0067633335e-04 
3.1668000000e-01 0.0000000000e+00 0.0000000000e+00 3.8547611400e-04 
3.1746000000e-01 0.0000000000e+00 0.0000000000e+00 3.7115313371e-04 
3.1824000000e-01 0.0000000000e+00 0.0000000000e+00 3.5760014813e-04 
3.1902000000e-01 0.0000000000e+00 0.0000000000e+00 3.4460155485e-04 
3.1980000000e-01 0.0000000000e+00 0.0000000000e+00 3.3219257942e-04 
3.2058000000e-01 0.0000000000e+00 0.0000000000e+00 3.2069111502e-04 
3.2136000000e-01 0.0000000000e+00 0.0000000000e+00 3.0966663416e-04 
3.2214000000e-01 0.0000000000e+00 0.0000000000e+00 2.9898731711e-04 
3.2292000000e-01 0.0000000000e+00 0.0000000000e+00 2.8901096522e-04 
3.2370000000e-01 0.0000000000e+00 0.0000000000e+00 2.7944733051e-04 
3.2448000000e-01 0.0000000000e+00 0.0000000000e+00 2.7024289231e-04 
3.2526000000e-01 0.0000000000e+00 0.0000000000e+00 2.6149548309e-04 
3.2604000000e-01 0.0000000000e+00 0.0000000000e+00 2.5328405077e-04 
3.2682000000e-01 0.0000000000e+00 0.0000000000e+00 2.4529378528e-04 
3.2760000000e-01 0.0000000000e+00 0.0000000000e+00 2.3770433668e-04 
3.2838000000e-01 0.0000000000e+00 0.0000000000e+00 2.3045049123e-04 
3.2916000000e-01 0.0000000000e+00 0.0000000000e+00 2.2346580786e-04 
3.2994000000e-01 0.0000000000e+00 0.0000000000e+00 2.1664569324e-04 
3.3072000000e-01 0.0000000000e+00 0.0000000000e+00 2.1037061087e-04 
3.3150000000e-01 0.0000000000e+00 0.0000000000e+00 2.0426509647e-04 
3.3228000000e-01 0.0000000000e+00 0.0000000000e+00 1.9835074265e-04 
3.3306000000e-01 0.0000000000e+00 0.0000000000e+00 1.9267755942e-04 
3.3384000000e-01 0.0000000000e+00 0.0000000000e+00 1.8729190851e-04 
3.3462000000e-01 0.0000000000e+00 0.0000000000e+00 1.8204093489e-04 
3.3540000000e-01 0.0000000000e+00 0.0000000000e+00 1.7703377884e-04 
3.3618000000e-01 0.0000000000e+00 0.0000000000e+00 1.7225374760e-04 
3.3696000000e-01 0.0000000000e+00 0.0000000000e+00 1.6756876902e-04 
3.3774000000e-01 0.0000000000e+00 0.0000000000e+00 1.6312974729e-04 
3.3852000000e-01 0.0000000000e+00 0.0000000000e+00 1.5885052420e-04 
3.3930000000e-01 0.0000000000e+00 0.0000000000e+00 1.5468963363e-04 
3.4008000000e-01 0.0000000000e+00 0.0000000000e+00 1.5063177345e-04 
3.4086000000e-01 0.0000000000e+00 0.0000000000e+00 1.4684429985e-04 
3.4164000000e-01 0.0000000000e+00 0.0000000000e+00 1.4313365744e-04 
3.4242000000e-01 0.0000000000e+00 0.0000000000e+00 1.3953860147e-04 
3.4320000000e-01 0.0000000000e+00 0.0000000000e+00 1.3607100442e-04 
3.4398000000e-01 0.0000000000e+00 0.0000000000e+00 1.3272750037e-04 
3.4476000000e-01 0.0000000000e+00 0.0000000000e+00 1.2946779134e-04 
3.4554000000e-01 0.0000000000e+00 0.0000000000e+00 1.2636462698e-04 
3.4632000000e-01 0.0000000000e+00 0.0000000000e+00 1.2335932789e-04 
3.4710000000e-01 0.0000000000e+00 0.0000000000e+00 1.2041366245e-04 
3.4788000000e-01 0.0000000000e+00 0.0000000000e+00 1.1758739215e-04 
3.4866000000e-01 0.0000000000e+00 0.0000000000e+00 1.1486783665e-04 
3.4944000000e-01 0.0000000000e+00 0.0000000000e+00 1.1220002405e-04 
3.5022000000e-01 0.0000000000e+00 0.0000000000e+00 1.0960642823e-04 
3.5100000000e-01 0.0000000000e+00 0.0000000000e+00 1.0713813660e-04 
3.5178000000e-01 0.0000000000e+00 0.0000000000e+00 1.0473418287e-04 
3.5256000000e-01 0.0000000000e+00 0.0000000000e+00 1.0239516717e-04 
3.5334000000e-01 0.0000000000e+00 0.0000000000e+00 1.0012441883e-04 
3.5412000000e-01 0.0000000000e+00 0.0000000000e+00 9.7920958398e-05 
3.5490000000e-01 0.0000000000e+00 0.0000000000e+00 9.5783259413e-05 
3.5568000000e-01 0.0000000000e+00 0.0000000000e+00 9.3711641905e-05 
3.5646000000e-01 0.0000000000e+00 0.0000000000e+00 9.1699331473e-05 
3.5724000000e-01 0.0000000000e+00 0.0000000000e+00 8.9743467482e-05 
3.5802000000e-01 0.0000000000e+00 0.0000000000e+00 8.7838884700e-05 
3.5880000000e-01 0.0000000000e+00 0.0000000000e+00 8.6006297179e-05 
3.5958000000e-01 0.0000000000e+00 0.0000000000e+00 8.4198340091e-05 
3.6036000000e-01 0.0000000000e+00 0.0000000000e+00 8.2449736664e-05 
3.6114000000e-01 0.0000000000e+00 0.0000000000e+00 8.0765889091e-05 
3.6192000000e-01 0.0000000000e+00 0.0000000000e+00 7.9106812773e-05 
3.6270000000e-01 0.0000000000e+00 0.0000000000e+00 7.7494499257e-05 
3.6348000000e-01 0.0000000000e+00 0.0000000000e+00 7.5932647095e-05 
3.6426000000e-01 0.0000000000e+00 0.0000000000e+00 7.4415024257e-05 
3.6504000000e-01 0.0000000000e+00 0.0000000000e+00 7.2931838607e-05 
3.6582000000e-01 0.0000000000e+00 0.0000000000e+00 7.1492587328e-05 
3.6660000000e-01 0.0000000000e+00 0.0000000000e+00 7.0087093967e-05 
3.6738000000e-01 0.0000000000e+00 0.0000000000e+00 6.8718757251e-05 
3.6816000000e-01 0.0000000000e+00 0.0000000000e+00 6.7385536754e-05 
3.6894000000e-01 0.0000000000e+00 0.0000000000e+00 6.6078140641e-05 
3.6972000000e-01 0.0000000000e+00 0.0000000000e+00 6.4804434710e-05 
3.7050000000e-01 0.0000000000e+00 0.0000000000e+00 6.3575836186e-05 
3.7128000000e-01 0.0000000000e+00 0.0000000000e+00 6.2376963215e-05 
3.7206000000e-01 0.0000000000e+00 0.0000000000e+00 6.1192433943e-05 
3.7284000000e-01 0.0000000000e+00 0.0000000000e+00 6.0050651627e-05 
3.7362000000e-01 0.0000000000e+00 0.0000000000e+00 5.8928563628e-05 
3.7440000000e-01 0.0000000000e+00 0.0000000000e+00 5.7828185653e-05 
3.7518000000e-01 0.0000000000e+00 0.0000000000e+00 5.6756170888e-05 
3.7596000000e-01 0.0000000000e+00 0.0000000000e+00 5.5726046030e-05 
3.7674000000e-01 0.0000000000e+00 0.0000000000e+00 5.4708615180e-05 
3.7752000000e-01 0.0000000000e+00 0.0000000000e+00 5.3714929311e-05 
3.7830000000e-01 0.0000000000e+00 0.0000000000e+00 5.2744580459e-05 
3.7908000000e-01 0.0000000000e+00 0.0000000000e+00 5.1794960039e-05 
3.7986000000e-01 0.0000000000e+00 0.0000000000e+00 5.0861406924e-05 
3.8064000000e-01 0.0000000000e+00 0.0000000000e+00 4.9962398187e-05 
3.8142000000e-01 0.0000000000e+00 0.0000000000e+00 4.9078904402e-05 
3.8220000000e-01 0.0000000000e+00 0.0000000000e+00 4.8209646887e-05 
3.8298000000e-01 0.0000000000e+00 0.0000000000e+00 4.7361892322e-05 
3.8376000000e-01 0.0000000000e+00 0.0000000000e+00 4.6538466584e-05 
3.8454000000e-01 0.0000000000e+00 0.0000000000e+00 4.5724236779e-05 
3.8532000000e-01 0.0000000000e+00 0.0000000000e+00 4.4929958929e-05 
3.8610000000e-01 0.0000000000e+00 0.0000000000e+00 4.4160104737e-05 
3.8688000000e-01 0.0000000000e+00 0.0000000000e+00 4.3398470829e-05 
3.8766000000e-01 0.0000000000e+00 0.0000000000e+00 4.2659203815e-05 
3.8844000000e-01 0.0000000000e+00 0.0000000000e+00 4.1933381381e-05 
3.8922000000e-01 0.0000000000e+00 0.0000000000e+00 4.1219243439e-05 
